"Title","Featured Posts","Featured Projects","Featured Project Results","Featured Events","Featured Organisations","Featured People","ID","Created Date","Updated Date","Owner"
"Homepage Config","[""ecaddeae-e3af-49f2-bcda-4240b52af319"",""3ac490ce-bbec-4cb5-9fb2-47f19911634d""]","[""551e91f1-f145-4595-9361-363d6cf3315e"",""92dbfa11-58cf-400b-bdd5-0d9b5438cabc""]","[""e8a695f7-59ad-4487-8468-208a71c065b0"",""48ef30bd-57c1-4562-9002-dfd8a0ac9a0e""]","[""ca6bcbdf-8d2e-408e-91ee-391efbbe2548"",""fee9f4cb-9811-4fc4-9788-b3b0e73d532f""]",,,"f25f6950-c780-41c3-8a73-faac0c9c2663",2024-10-27T19:24:30Z,2025-10-28T18:59:55Z,"144948d0-9596-4eda-8135-9a6fec9d1330"
